"Time","Current"
0.000,0.0241
0.005,0.0247
0.010,0.0247
0.015,0.0247
0.020,0.0250
0.025,0.0244
0.030,0.0247
0.035,0.0256
0.040,0.0250
0.045,0.0250
0.050,0.0247
0.055,0.0256
0.060,0.0253
0.065,0.0247
0.070,0.0253
0.075,0.0259
0.080,0.0253
0.085,0.0250
0.090,0.0253
0.095,0.0262
0.100,0.0259
0.105,0.0256
0.110,0.0256
0.115,0.0259
0.120,0.0256
0.125,0.0259
0.130,0.0256
0.135,0.0262
0.140,0.0259
0.145,0.0259
0.150,0.0259
0.155,0.0262
0.160,0.0259
0.165,0.0259
0.170,0.0259
0.175,0.0265
0.180,0.0259
0.185,0.0259
0.190,0.0256
0.195,0.0262
0.200,0.0259
0.205,0.0259
0.210,0.0256
0.215,0.0262
0.220,0.0256
0.225,0.0256
0.230,0.0253
0.235,0.0262
0.240,0.0256
0.245,0.0259
0.250,0.0259
0.255,0.0265
0.260,0.0262
0.265,0.0259
0.270,0.0262
0.275,0.0271
0.280,0.0271
0.285,0.0262
0.290,0.0262
0.295,0.0280
0.300,0.0274
0.305,0.0277
0.310,0.0274
0.315,0.0280
0.320,0.0274
0.325,0.0280
0.330,0.0283
0.335,0.0286
0.340,0.0289
0.345,0.0283
0.350,0.0286
0.355,0.0295
0.360,0.0292
0.365,0.0289
0.370,0.0289
0.375,0.0298
0.380,0.0289
0.385,0.0295
0.390,0.0292
0.395,0.0304
0.400,0.0301
0.405,0.0295
0.410,0.0295
0.415,0.0307
0.420,0.0301
0.425,0.0301
0.430,0.0295
0.435,0.0307
0.440,0.0298
0.445,0.0304
0.450,0.0301
0.455,0.0310
0.460,0.0307
0.465,0.0304
0.470,0.0304
0.475,0.0310
0.480,0.0307
0.485,0.0310
0.490,0.0307
0.495,0.0313
0.500,0.0307
0.505,0.0307
0.510,0.0307
0.515,0.0313
0.520,0.0313
0.525,0.0313
0.530,0.0313
0.535,0.0316
0.540,0.0313
0.545,0.0310
0.550,0.0313
0.555,0.0319
0.560,0.0313
0.565,0.0313
0.570,0.0313
0.575,0.0322
0.580,0.0316
0.585,0.0319
0.590,0.0316
0.595,0.0325
0.600,0.0319
0.605,0.0316
0.610,0.0313
0.615,0.0322
0.620,0.0316
0.625,0.0319
0.630,0.0322
0.635,0.0325
0.640,0.0316
